product_id,product_name,category,brand,amazon_price,flipkart_price,lowest_price,amazon_rating,flipkart_rating,amazon_reviews,flipkart_reviews,delivery_days_amazon,delivery_days_flipkart,stock_status,image_url,amazon_url,flipkart_url,description,ai_score,ai_recommendation,future_price_prediction,discount_percentage,price_day_1,price_day_2,price_day_3,price_day_4,price_day_5,price_day_6,price_day_7,price_day_8,price_day_9,price_day_10,trend,popularity_score,search_count,purchase_count,last_updated
OPT-001917,Maybelline Shampoo (Paraben Free) (OPT001917),Beauty,Maybelline,1058.25,1108.6,1058.25,4.2,3.9,14663,14569,4,2,In Stock,https://loremflickr.com/600/600/shampoo?lock=1917,https://www.amazon.in/dp/OPT001917?tag=opticart,https://www.flipkart.com/item/OPT001917?pid=opticart,"Maybelline Shampoo (Paraben Free) (OPT001917) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",54,WAIT,1141.47,7.15,1106.53,1109.01,1128.74,1113.42,1139.7,1112.23,1110.66,1101.24,1124.11,1133.05,STABLE,70,119691,9656,2026-06-04 19:59:51
OPT-001918,HomeTown Office Chair 3-Seater (OPT001918),Furniture,HomeTown,20697.63,20596.51,20596.51,3.9,4.7,2313,9246,5,10,In Stock,https://loremflickr.com/600/600/chair?lock=1918,https://www.amazon.in/dp/OPT001918?tag=opticart,https://www.flipkart.com/item/OPT001918?pid=opticart,"HomeTown Office Chair 3-Seater (OPT001918) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",63,WAIT,20932.75,1.51,20623.63,20695.95,20771.72,20911.8,20909.8,20699.18,20534.69,20686.41,20307.2,20745.75,STABLE,92,20823,4865,2026-05-31 19:59:51
OPT-001919,Razer Controller 8288 120FPS (OPT001919),Gaming,Razer,78513.54,84389.55,78513.54,5.0,4.0,11319,27500,2,9,In Stock,https://loremflickr.com/600/600/gamepad?lock=1919,https://www.amazon.in/dp/OPT001919?tag=opticart,https://www.flipkart.com/item/OPT001919?pid=opticart,"Razer Controller 8288 120FPS (OPT001919) by Razer. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",60,WAIT,78508.2,6.96,78958.8,78540.73,79609.78,79285.11,78498.8,77317.25,78219.64,77846.64,78204.06,78473.67,STABLE,75,117193,14467,2026-06-08 19:59:51
OPT-001920,Patanjali Ghee (5kg) (OPT001920),Groceries,Patanjali,1826.15,1749.05,1749.05,4.5,4.1,2851,4894,3,3,In Stock,https://loremflickr.com/600/600/butter?lock=1920,https://www.amazon.in/dp/OPT001920?tag=opticart,https://www.flipkart.com/item/OPT001920?pid=opticart,"Patanjali Ghee (5kg) (OPT001920) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",62,PRICE MAY DROP,1558.94,4.22,1706.78,1701.39,1689.82,1687.43,1670.04,1658.79,1694.22,1671.36,1622.61,1607.32,DOWN,51,60266,9474,2026-06-02 19:59:51
OPT-001921,Oppo A79 8GB/128GB 5G (OPT001921),Mobiles,Oppo,8731.97,8851.08,8731.97,4.1,3.5,5167,17225,4,2,In Stock,https://loremflickr.com/600/600/smartphone?lock=1921,https://www.amazon.in/dp/OPT001921?tag=opticart,https://www.flipkart.com/item/OPT001921?pid=opticart,"Oppo A79 8GB/128GB 5G (OPT001921) by Oppo. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,PRICE MAY DROP,7858.43,2.68,8972.46,8890.03,8668.1,8659.79,8519.63,8590.96,8486.58,8456.37,8364.25,8257.87,DOWN,94,66105,11008,2026-06-05 19:59:51
OPT-001922,HP 14s M2 16GB/256GB (OPT001922),Laptops,HP,56973.44,61936.3,56973.44,4.1,4.2,2888,20885,3,5,In Stock,https://loremflickr.com/600/600/laptop?lock=1922,https://www.amazon.in/dp/OPT001922?tag=opticart,https://www.flipkart.com/item/OPT001922?pid=opticart,"HP 14s M2 16GB/256GB (OPT001922) by HP. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",57,WAIT,66518.02,11.94,57160.76,57061.29,58482.78,60656.24,61419.92,61743.47,63438.67,64701.44,63528.73,62498.03,UP,77,241497,24634,2026-06-06 19:59:51
OPT-001923,Allen Solly Watch Slim Fit Cotton (OPT001923),Fashion,Allen Solly,3686.09,3599.37,3599.37,4.1,4.7,7956,6116,7,5,In Stock,https://loremflickr.com/600/600/watch?lock=1923,https://www.amazon.in/dp/OPT001923?tag=opticart,https://www.flipkart.com/item/OPT001923?pid=opticart,"Allen Solly Watch Slim Fit Cotton (OPT001923) by Allen Solly. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",75,PRICE MAY DROP,3085.9,2.35,3581.2,3510.01,3465.05,3463.87,3452.56,3339.27,3331.09,3298.72,3301.38,3290.0,DOWN,73,96385,8259,2026-05-28 19:59:51
OPT-001924,Mi Soundbar 8172 Wireless (OPT001924),Electronics,Mi,66345.43,64620.01,64620.01,4.5,4.1,2596,25918,2,5,In Stock,https://loremflickr.com/600/600/speaker?lock=1924,https://www.amazon.in/dp/OPT001924?tag=opticart,https://www.flipkart.com/item/OPT001924?pid=opticart,"Mi Soundbar 8172 Wireless (OPT001924) by Mi. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",50,WAIT,62117.46,2.6,61101.21,60415.5,61037.77,61199.65,61888.72,60564.49,59971.53,59996.01,59802.82,62412.02,STABLE,91,125080,19096,2026-05-27 19:59:51
OPT-001925,Godrej Microwave 190L Front Load (OPT001925),Home Appliances,Godrej,55173.78,58641.92,55173.78,4.7,3.8,10479,10358,7,9,Limited Stock,https://loremflickr.com/600/600/microwave?lock=1925,https://www.amazon.in/dp/OPT001925?tag=opticart,https://www.flipkart.com/item/OPT001925?pid=opticart,"Godrej Microwave 190L Front Load (OPT001925) by Godrej. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",69,PRICE MAY DROP,50688.62,5.91,52895.21,54115.28,53526.48,52608.25,52382.26,53095.8,52073.48,51901.5,50663.55,51392.97,STABLE,71,33990,5986,2026-05-27 19:59:51
OPT-001926,Deep Work - Fiction (OPT001926),Books,Bloomsbury,1240.17,1244.99,1240.17,4.3,4.4,1633,6895,2,4,In Stock,https://loremflickr.com/600/600/book?lock=1926,https://www.amazon.in/dp/OPT001926?tag=opticart,https://www.flipkart.com/item/OPT001926?pid=opticart,"Deep Work - Fiction (OPT001926) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",66,WAIT,1170.51,1.65,1214.51,1236.38,1222.13,1238.18,1255.85,1261.0,1245.08,1209.49,1201.27,1203.02,STABLE,50,68336,14458,2026-06-04 19:59:51
OPT-001927,Nykaa Moisturizer Paraben Free (OPT001927),Beauty,Nykaa,3457.07,3473.84,3457.07,4.9,4.3,699,4301,1,5,In Stock,https://loremflickr.com/600/600/moisturizer?lock=1927,https://www.amazon.in/dp/OPT001927?tag=opticart,https://www.flipkart.com/item/OPT001927?pid=opticart,"Nykaa Moisturizer Paraben Free (OPT001927) by Nykaa. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",79,PRICE MAY DROP,3152.8,5.16,3612.48,3645.14,3634.49,3587.38,3637.01,3612.3,3626.82,3504.6,3480.43,3336.78,DOWN,73,76958,17317,2026-06-05 19:59:51
OPT-001928,IKEA Bed Engineered Wood Compact (OPT001928),Furniture,IKEA,53719.03,56058.07,53719.03,3.5,4.5,12111,10343,5,3,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=1928,https://www.amazon.in/dp/OPT001928?tag=opticart,https://www.flipkart.com/item/OPT001928?pid=opticart,"IKEA Bed Engineered Wood Compact (OPT001928) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",76,PRICE MAY DROP,49601.9,4.17,51323.77,52599.28,52137.7,52368.09,51383.72,51933.2,50565.34,50617.82,50907.88,50466.65,STABLE,65,96894,13431,2026-05-31 19:59:51
OPT-001929,MSI Controller Pro (OPT001929),Gaming,MSI,18612.45,19746.77,18612.45,4.7,4.4,23861,24267,5,7,Limited Stock,https://loremflickr.com/600/600/gamepad?lock=1929,https://www.amazon.in/dp/OPT001929?tag=opticart,https://www.flipkart.com/item/OPT001929?pid=opticart,"MSI Controller Pro (OPT001929) by MSI. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",67,WAIT,19671.44,5.74,18582.32,18644.08,18997.28,18654.43,18931.19,18799.48,18888.46,19224.94,19241.33,19144.62,STABLE,95,194302,27077,2026-05-26 19:59:51
OPT-001930,Patanjali Coffee (1kg) (OPT001930),Groceries,Patanjali,3008.89,3099.38,3008.89,4.8,4.2,5846,5230,3,3,In Stock,https://loremflickr.com/600/600/coffee?lock=1930,https://www.amazon.in/dp/OPT001930?tag=opticart,https://www.flipkart.com/item/OPT001930?pid=opticart,"Patanjali Coffee (1kg) (OPT001930) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",76,PRICE MAY DROP,2764.01,2.92,3034.7,3026.39,3028.74,2987.88,2938.77,2958.85,2983.88,2903.73,2891.51,2858.17,DOWN,46,18776,1155,2026-06-01 19:59:51
OPT-001931,Xiaomi Redmi Note 13 6GB/128GB AMOLED (OPT001931),Mobiles,Xiaomi,108610.8,114159.27,108610.8,4.4,4.5,18979,28407,1,5,In Stock,https://loremflickr.com/600/600/smartphone?lock=1931,https://www.amazon.in/dp/OPT001931?tag=opticart,https://www.flipkart.com/item/OPT001931?pid=opticart,"Xiaomi Redmi Note 13 6GB/128GB AMOLED (OPT001931) by Xiaomi. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",58,WAIT,110246.56,6.49,113547.1,116146.69,115547.51,114733.11,114235.46,115744.01,112449.64,111827.57,113876.39,111773.87,STABLE,87,95735,14396,2026-05-27 19:59:51
OPT-001932,Acer Nitro V M3 8GB/1024GB (OPT001932),Laptops,Acer,90884.43,92278.54,90884.43,4.9,3.9,1056,3647,1,4,Out of Stock,https://loremflickr.com/600/600/air-conditioner?lock=1932,https://www.amazon.in/dp/OPT001932?tag=opticart,https://www.flipkart.com/item/OPT001932?pid=opticart,"Acer Nitro V M3 8GB/1024GB (OPT001932) by Acer. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,100816.66,8.03,94887.64,93744.45,91695.13,92707.28,92599.18,91897.68,92183.08,95207.58,97858.41,98822.99,UP,91,82800,12488,2026-06-02 19:59:51
OPT-001933,Nike Sneakers Skinny Denim (OPT001933),Fashion,Nike,811.64,836.51,811.64,4.0,4.6,4217,14023,5,3,In Stock,https://loremflickr.com/600/600/shoes?lock=1933,https://www.amazon.in/dp/OPT001933?tag=opticart,https://www.flipkart.com/item/OPT001933?pid=opticart,"Nike Sneakers Skinny Denim (OPT001933) by Nike. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",51,WAIT,992.34,12.6,832.87,859.29,880.05,884.44,910.32,916.22,923.63,904.76,899.27,928.62,UP,88,119689,23058,2026-06-01 19:59:51
OPT-001934,boAt Bluetooth Speaker 4K (OPT001934),Electronics,boAt,58886.81,62290.28,58886.81,4.7,4.7,5370,15337,5,3,Limited Stock,https://loremflickr.com/600/600/speaker?lock=1934,https://www.amazon.in/dp/OPT001934?tag=opticart,https://www.flipkart.com/item/OPT001934?pid=opticart,"boAt Bluetooth Speaker 4K (OPT001934) by boAt. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",77,PRICE MAY DROP,53878.47,5.46,58570.73,58140.99,56288.22,55818.41,53924.83,52597.13,53116.11,54386.73,54679.24,54725.23,DOWN,76,26920,3128,2026-05-26 19:59:51
OPT-001935,IFB Refrigerator Frost Free (OPT001935),Home Appliances,IFB,72353.9,70987.84,70987.84,4.5,4.6,10310,7585,9,6,In Stock,https://loremflickr.com/600/600/refrigerator?lock=1935,https://www.amazon.in/dp/OPT001935?tag=opticart,https://www.flipkart.com/item/OPT001935?pid=opticart,"IFB Refrigerator Frost Free (OPT001935) by IFB. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",58,WAIT,72966.64,4.78,72418.38,73395.88,71906.34,73804.35,73884.71,74554.21,74299.19,73824.03,74304.92,73106.47,STABLE,60,96860,11728,2026-06-01 19:59:51
OPT-001936,The Alchemist - Fiction (OPT001936),Books,Bloomsbury,547.37,573.51,547.37,4.6,4.4,402,3541,2,3,In Stock,https://loremflickr.com/600/600/book?lock=1936,https://www.amazon.in/dp/OPT001936?tag=opticart,https://www.flipkart.com/item/OPT001936?pid=opticart,"The Alchemist - Fiction (OPT001936) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",53,WAIT,578.79,4.56,510.36,511.36,515.88,515.77,533.27,528.55,530.45,534.89,557.08,556.6,UP,88,62719,3970,2026-06-04 19:59:51
OPT-001937,L'Oréal Face Wash Long Lasting (OPT001937),Beauty,L'Oréal,4811.8,4937.24,4811.8,4.0,4.1,7779,11628,1,3,Limited Stock,https://loremflickr.com/600/600/air-conditioner?lock=1937,https://www.amazon.in/dp/OPT001937?tag=opticart,https://www.flipkart.com/item/OPT001937?pid=opticart,"L'Oréal Face Wash Long Lasting (OPT001937) by L'Oréal. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",65,WAIT,5415.0,11.73,5037.13,4953.34,4996.35,5005.04,5048.06,5219.61,5297.86,5451.17,5379.72,5276.95,UP,86,116655,23279,2026-05-25 19:59:51
OPT-001938,IKEA TV Unit Fabric Storage (OPT001938),Furniture,IKEA,96518.15,96034.24,96034.24,4.5,3.6,4636,11946,6,10,In Stock,https://loremflickr.com/600/600/television?lock=1938,https://www.amazon.in/dp/OPT001938?tag=opticart,https://www.flipkart.com/item/OPT001938?pid=opticart,"IKEA TV Unit Fabric Storage (OPT001938) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",61,WAIT,106981.93,6.96,96923.58,96524.21,97444.7,98991.54,98656.18,99790.01,99546.31,101776.36,101419.8,103213.97,UP,74,54049,7256,2026-06-03 19:59:51
OPT-001939,Microsoft Gaming Console 9588 Pro (OPT001939),Gaming,Microsoft,13295.55,14518.31,13295.55,3.6,4.0,24143,10463,8,10,In Stock,https://loremflickr.com/600/600/gaming-console?lock=1939,https://www.amazon.in/dp/OPT001939?tag=opticart,https://www.flipkart.com/item/OPT001939?pid=opticart,"Microsoft Gaming Console 9588 Pro (OPT001939) by Microsoft. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",57,WAIT,15576.89,10.85,13341.61,13680.0,13935.78,14462.71,14638.84,14914.42,14495.98,14456.34,14646.26,14800.23,UP,90,162523,25090,2026-06-01 19:59:51
OPT-001940,Tata Coffee (2kg) (OPT001940),Groceries,Tata,2471.65,2436.59,2436.59,4.3,4.9,6091,3987,3,3,In Stock,https://loremflickr.com/600/600/coffee?lock=1940,https://www.amazon.in/dp/OPT001940?tag=opticart,https://www.flipkart.com/item/OPT001940?pid=opticart,"Tata Coffee (2kg) (OPT001940) by Tata. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",60,WAIT,2293.28,3.6,2527.66,2518.17,2443.63,2429.08,2430.47,2443.55,2461.57,2436.88,2402.52,2368.55,DOWN,69,63664,14108,2026-06-02 19:59:51
OPT-001941,Oppo A79 8GB/256GB AMOLED (OPT001941),Mobiles,Oppo,50116.57,53058.27,50116.57,4.8,4.2,9164,11733,5,3,In Stock,https://loremflickr.com/600/600/smartphone?lock=1941,https://www.amazon.in/dp/OPT001941?tag=opticart,https://www.flipkart.com/item/OPT001941?pid=opticart,"Oppo A79 8GB/256GB AMOLED (OPT001941) by Oppo. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",63,WAIT,59757.22,10.29,49130.27,49947.06,51727.11,51289.08,52688.59,53457.92,53819.09,54708.46,55022.88,55867.93,UP,87,67814,11968,2026-06-01 19:59:51
OPT-001942,Lenovo ThinkBook 14 Ryzen 5 32GB/512GB (OPT001942),Laptops,Lenovo,70011.77,76721.97,70011.77,3.9,4.2,590,21619,2,4,In Stock,https://loremflickr.com/600/600/laptop?lock=1942,https://www.amazon.in/dp/OPT001942?tag=opticart,https://www.flipkart.com/item/OPT001942?pid=opticart,"Lenovo ThinkBook 14 Ryzen 5 32GB/512GB (OPT001942) by Lenovo. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,WAIT,80672.31,10.58,72229.05,72610.1,71995.47,74025.48,74291.79,77394.68,78166.86,78296.96,78131.29,77414.67,UP,88,67151,9576,2026-05-30 19:59:51
OPT-001943,H&M Sneakers Oversized Denim (OPT001943),Fashion,H&M,7285.46,7036.38,7036.38,3.3,4.7,14999,5774,5,10,In Stock,https://loremflickr.com/600/600/shoes?lock=1943,https://www.amazon.in/dp/OPT001943?tag=opticart,https://www.flipkart.com/item/OPT001943?pid=opticart,"H&M Sneakers Oversized Denim (OPT001943) by H&M. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",65,PRICE MAY DROP,6302.06,3.42,6893.95,6820.05,6776.42,6728.05,6710.65,6786.13,6724.7,6675.9,6583.33,6488.4,DOWN,58,15987,2177,2026-05-31 19:59:51
OPT-001944,Philips Headphones Dolby (OPT001944),Electronics,Philips,65348.53,62169.6,62169.6,5.0,4.0,3646,12908,4,1,In Stock,https://loremflickr.com/600/600/smartphone?lock=1944,https://www.amazon.in/dp/OPT001944?tag=opticart,https://www.flipkart.com/item/OPT001944?pid=opticart,"Philips Headphones Dolby (OPT001944) by Philips. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",60,WAIT,71697.4,9.68,62440.27,64794.3,64406.27,65670.79,67198.16,68830.49,68020.58,68671.66,68483.42,68287.08,UP,78,160835,34395,2026-05-29 19:59:51
OPT-001945,Samsung Microwave Energy Efficient (OPT001945),Home Appliances,Samsung,33558.68,35291.03,33558.68,4.0,3.0,5532,11604,8,7,In Stock,https://loremflickr.com/600/600/microwave?lock=1945,https://www.amazon.in/dp/OPT001945?tag=opticart,https://www.flipkart.com/item/OPT001945?pid=opticart,"Samsung Microwave Energy Efficient (OPT001945) by Samsung. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",57,WAIT,35277.41,4.91,33305.34,33386.84,33589.78,33316.71,34166.51,34972.0,35212.0,34586.33,35256.18,34748.7,UP,74,69779,16960,2026-06-08 19:59:51
OPT-001946,The Psychology of Money - Fiction (OPT001946),Books,Oxford,905.83,997.21,905.83,4.2,4.2,853,3733,5,2,In Stock,https://loremflickr.com/600/600/book?lock=1946,https://www.amazon.in/dp/OPT001946?tag=opticart,https://www.flipkart.com/item/OPT001946?pid=opticart,"The Psychology of Money - Fiction (OPT001946) by Oxford. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",56,WAIT,955.09,9.16,937.63,912.11,924.56,914.57,936.24,957.43,965.28,974.79,961.62,959.27,STABLE,88,4512,740,2026-06-03 19:59:51
OPT-001947,L'Oréal Face Wash Paraben Free (OPT001947),Beauty,L'Oréal,4031.11,3906.24,3906.24,5.0,3.9,12175,12234,1,1,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=1947,https://www.amazon.in/dp/OPT001947?tag=opticart,https://www.flipkart.com/item/OPT001947?pid=opticart,"L'Oréal Face Wash Paraben Free (OPT001947) by L'Oréal. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",64,WAIT,3875.03,3.1,3742.81,3697.69,3717.02,3751.04,3757.47,3821.87,3857.34,3899.44,3892.19,3833.85,STABLE,87,24400,1195,2026-06-01 19:59:51
OPT-001948,HomeTown TV Unit Engineered Wood Storage (OPT001948),Furniture,HomeTown,33078.57,32868.39,32868.39,4.6,4.7,1656,13567,8,8,In Stock,https://loremflickr.com/600/600/television?lock=1948,https://www.amazon.in/dp/OPT001948?tag=opticart,https://www.flipkart.com/item/OPT001948?pid=opticart,"HomeTown TV Unit Engineered Wood Storage (OPT001948) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,WAIT,33720.57,4.35,33651.59,33895.24,33778.57,34236.29,33887.76,34141.34,34228.39,34364.84,33555.13,34042.62,STABLE,67,47567,10586,2026-05-25 19:59:51
OPT-001949,Sony Mechanical Keyboard Pro (OPT001949),Gaming,Sony,7319.13,7491.1,7319.13,4.6,4.0,20213,7362,2,3,In Stock,https://loremflickr.com/600/600/keyboard?lock=1949,https://www.amazon.in/dp/OPT001949?tag=opticart,https://www.flipkart.com/item/OPT001949?pid=opticart,"Sony Mechanical Keyboard Pro (OPT001949) by Sony. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",63,PRICE MAY DROP,6728.41,2.3,7286.67,7276.1,7411.88,7365.84,7285.18,7184.0,7210.04,7039.61,6839.19,6907.79,DOWN,91,102465,24217,2026-05-28 19:59:51
OPT-001950,Aashirvaad Rice (2kg) (OPT001950),Groceries,Aashirvaad,2790.75,2773.06,2773.06,4.8,4.1,4344,7085,2,1,In Stock,https://loremflickr.com/600/600/rice?lock=1950,https://www.amazon.in/dp/OPT001950?tag=opticart,https://www.flipkart.com/item/OPT001950?pid=opticart,"Aashirvaad Rice (2kg) (OPT001950) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",66,WAIT,2687.17,5.26,2868.62,2926.89,2912.3,2841.31,2843.34,2869.44,2864.21,2861.13,2847.45,2756.02,STABLE,61,73430,6171,2026-06-07 19:59:51
OPT-001951,Motorola Moto G84 4GB/512GB Dual SIM (OPT001951),Mobiles,Motorola,17766.33,17633.63,17633.63,4.4,3.7,24051,19786,3,2,Out of Stock,https://loremflickr.com/600/600/smartphone?lock=1951,https://www.amazon.in/dp/OPT001951?tag=opticart,https://www.flipkart.com/item/OPT001951?pid=opticart,"Motorola Moto G84 4GB/512GB Dual SIM (OPT001951) by Motorola. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,19642.2,5.83,17007.82,16939.59,16655.12,17280.41,17483.77,17830.3,17980.79,18088.65,18463.55,18726.03,UP,91,52114,11839,2026-06-08 19:59:51
OPT-001952,Acer Swift Go 14 M3 32GB/256GB (OPT001952),Laptops,Acer,113515.83,114048.91,113515.83,4.2,4.0,9201,15927,5,2,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=1952,https://www.amazon.in/dp/OPT001952?tag=opticart,https://www.flipkart.com/item/OPT001952?pid=opticart,"Acer Swift Go 14 M3 32GB/256GB (OPT001952) by Acer. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",58,WAIT,130949.76,9.74,115951.96,114155.76,116333.84,120868.37,119257.61,124024.17,125206.18,124731.37,125134.3,125761.98,UP,99,133192,5640,2026-06-06 19:59:51
OPT-001953,Nike Jacket Oversized Denim (OPT001953),Fashion,Nike,9316.96,8350.79,8350.79,3.7,4.0,11657,10724,6,5,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=1953,https://www.amazon.in/dp/OPT001953?tag=opticart,https://www.flipkart.com/item/OPT001953?pid=opticart,"Nike Jacket Oversized Denim (OPT001953) by Nike. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",54,WAIT,8168.38,10.37,8650.38,8616.94,8617.09,8657.18,8402.08,8491.39,8345.7,8535.39,8373.81,8331.35,STABLE,92,118404,7731,2026-05-31 19:59:51
OPT-001954,Mi Toner Cartridge 3469 HDR (OPT001954),Electronics,Mi,62303.65,63692.68,62303.65,4.1,4.7,20944,7789,4,5,In Stock,https://loremflickr.com/600/600/printer?lock=1954,https://www.amazon.in/dp/OPT001954?tag=opticart,https://www.flipkart.com/item/OPT001954?pid=opticart,"Mi Toner Cartridge 3469 HDR (OPT001954) by Mi. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",75,PRICE MAY DROP,57870.19,2.18,58329.34,58683.8,57356.28,58283.58,57583.85,57940.89,57599.37,57928.05,58934.41,58300.35,STABLE,99,248509,23527,2026-06-07 19:59:51
OPT-001955,Godrej Washing Machine Inverter (OPT001955),Home Appliances,Godrej,65552.99,66063.64,65552.99,4.4,4.0,1769,9119,5,10,In Stock,https://loremflickr.com/600/600/washing-machine?lock=1955,https://www.amazon.in/dp/OPT001955?tag=opticart,https://www.flipkart.com/item/OPT001955?pid=opticart,"Godrej Washing Machine Inverter (OPT001955) by Godrej. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,WAIT,66402.35,3.47,65834.79,66689.97,67018.16,67908.5,66793.82,67870.91,66938.59,66808.7,66975.98,66237.98,STABLE,74,79405,12937,2026-06-05 19:59:51
OPT-001956,The Alchemist - Bestseller (OPT001956),Books,Penguin,1475.38,1538.85,1475.38,4.4,4.4,7237,290,3,4,Limited Stock,https://loremflickr.com/600/600/book?lock=1956,https://www.amazon.in/dp/OPT001956?tag=opticart,https://www.flipkart.com/item/OPT001956?pid=opticart,"The Alchemist - Bestseller (OPT001956) by Penguin. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",51,WAIT,1539.51,5.35,1513.11,1558.75,1524.65,1525.99,1500.41,1467.22,1462.17,1497.35,1539.62,1542.47,STABLE,56,72227,3091,2026-05-31 19:59:51
OPT-001957,Nykaa Moisturizer (Paraben Free) (OPT001957),Beauty,Nykaa,3154.91,3208.21,3154.91,4.1,4.2,12007,2511,4,2,In Stock,https://loremflickr.com/600/600/moisturizer?lock=1957,https://www.amazon.in/dp/OPT001957?tag=opticart,https://www.flipkart.com/item/OPT001957?pid=opticart,"Nykaa Moisturizer (Paraben Free) (OPT001957) by Nykaa. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",62,WAIT,3051.09,3.93,3268.44,3283.83,3210.03,3218.81,3164.56,3182.41,3132.42,3214.38,3129.78,3118.57,DOWN,78,54549,12567,2026-06-04 19:59:51
OPT-001958,HomeTown Bed Fabric 3-Seater (OPT001958),Furniture,HomeTown,62701.89,58674.32,58674.32,3.8,3.9,11806,7263,10,3,Out of Stock,https://loremflickr.com/600/600/bed?lock=1958,https://www.amazon.in/dp/OPT001958?tag=opticart,https://www.flipkart.com/item/OPT001958?pid=opticart,"HomeTown Bed Fabric 3-Seater (OPT001958) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,61211.45,6.42,61332.91,61824.53,60769.44,61580.61,62077.16,62302.48,61911.1,62312.82,62675.63,61178.85,STABLE,70,39838,6768,2026-05-29 19:59:51
